time,rating
29.550,4
38.225,5
46.838,5
58.119,4
63.612,5
86.669,5
105.738,4
122.244,5
176.600,3
231.344,4
235.231,5
262.969,3
265.850,3
299.912,4
302.906,5
351.950,4
359.650,5
415.012,5
445.238,4
462.625,5
469.194,4
488.569,4
505.081,4
538.506,4
549.456,3
577.831,4
606.862,5
621.300,4
