time,rating
55.181,4
57.931,4
111.000,3
151.206,2
246.475,3
252.431,4
424.612,3
450.975,4
454.169,2
461.325,4
493.462,1
500.006,1
527.600,2
572.244,2
582.769,1
588.969,2
608.419,5
