time,rating
47.456,3
67.525,3
79.838,4
97.544,4
143.350,5
185.312,4
249.056,3
258.444,4
327.938,4
376.694,3
384.662,4
414.731,2
421.062,4
528.256,3
550.875,5
606.931,4
634.306,3
640.756,2
648.344,4
659.362,1
696.569,2
705.112,4
728.819,2
771.688,4
