time,rating
34.325,2
56.169,3
67.038,4
108.931,4
144.694,3
151.556,4
169.438,3
191.650,4
239.269,3
260.306,3
272.881,2
312.631,3
320.938,4
370.738,3
388.088,2
425.975,2
438.131,3
462.900,2
482.738,3
511.119,3
553.038,2
560.231,3
571.894,2
582.412,1
598.369,2
627.050,3
644.938,3
671.944,3
687.625,3
