time,rating
48.831,2
51.612,2
103.731,3
106.112,3
136.856,2
164.750,3
210.462,4
213.200,4
230.719,3
262.106,1
267.044,1
277.288,1
295.500,5
325.169,1
329.631,4
377.512,3
396.731,5
437.294,5
558.400,4
564.556,4
607.788,5
