time,rating
103.744,4
132.031,3
179.069,3
215.012,4
217.144,4
305.806,3
330.344,2
332.050,2
333.875,2
367.775,3
513.794,3
587.300,4
599.681,3
624.031,4
659.912,2
698.306,3
