time,rating
54.988,3
123.794,3
159.869,3
308.025,4
443.531,4
500.212,4
530.712,3
556.200,3
566.662,4
575.975,3
590.644,4
602.669,3
638.525,3
648.338,4
651.962,4
666.900,3
